"filename","final_path","source_path","doc_type","species_tags","extraction_status","publish_year","model_target_year","target_year_rule","search_text"
"420F2ACC__24_cougar_annual_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\420F2ACC__24_cougar_annual_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\cougar\24_cougar_annual_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","420F2ACC__24_cougar_annual_report.pdf other 2026 harvest_report  UTAH COUGAR   ANNUAL REPORT  2024                      Publication No. 25-21   i  UTAH COUGAR  ANNUAL REPORT  2024      Prepared by:    Heather H. Bernales  Biometrician    Darren DeBloois  Mammals Program Coordinator              Publication No. 25-21      Annual Performance Report for Federal Aid Project W-65-M, segments 72 & 73                  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES        Riley Peck  Division Director "
"1768D063__harvest_06-08.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\1768D063__harvest_06-08.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_06-08.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","1768D063__harvest_06-08.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2006–2007 and 2007–2008                Publication No. 08–40      i UTAH FURBEARER   ANNUAL REPORT  2006–2007 and 2007–2008            Prepared by:      Heather H. Bernales  Biometrician      and      Kevin Bunnell  Mammals Program Coordinator        Publication No. 08-40      Annual Performance Report for Federal Aid Project W-65-M segments 55 & 56      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer      James F. Karpowitz  Director   "
"1FAED719__harvest_08-09.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\1FAED719__harvest_08-09.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_08-09.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","1FAED719__harvest_08-09.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2008–2009                      Publication No. 10-14       UTAH FURBEARER   ANNUAL REPORT  2008–2009          Prepared by:      Heather H. Bernales  Biometrician      Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator        Publication No. 10-14      Annual Performance Report for Federal Aid Project W-65-M, segment 57          State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer      James F. Karpowitz  Director "
"E3918EF8__harvest_09-10.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\E3918EF8__harvest_09-10.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_09-10.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","E3918EF8__harvest_09-10.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2009–2010                      Publication No. 10-29       UTAH FURBEARER   ANNUAL REPORT  2009–2010          Prepared by:      Heather H. Bernales  Biometrician      Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator        Publication No. 10-29      Annual Performance Report for Federal Aid Project W-65-M, segment 58          State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer      James F. Karpowitz  Director "
"4031834E__harvest_10-11.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\4031834E__harvest_10-11.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_10-11.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","4031834E__harvest_10-11.pdf harvest 2025 harvest_report    UTAH FURBEARER   ANNUAL REPORT  2010–2011                      Publication No. 11-22     UTAH FURBEARER   ANNUAL REPORT  2010–2011          Prepared by:      Heather H. Bernales  Biometrician      Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator        Publication No. 11-22      Annual Performance Report for Federal Aid Project W-65-M, segment 59          State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer      James F. Karpowitz  Director "
"FFAD9720__harvest_11-12.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\FFAD9720__harvest_11-12.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_11-12.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","FFAD9720__harvest_11-12.pdf harvest 2025 harvest_report    UTAH FURBEARER   ANNUAL REPORT  2011–12                      Publication No. 12-26     UTAH FURBEARER   ANNUAL REPORT  2011–12          Prepared by:    Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    John Shivik  Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator        Publication No. 12-26      Annual Performance Report for Federal Aid Project W-65-M, segment 60        State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer      James F. Karpowitz  Director "
"53E01062__harvest_12-13.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\53E01062__harvest_12-13.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_12-13.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","53E01062__harvest_12-13.pdf harvest 2025 harvest_report    UTAH FURBEARER   ANNUAL REPORT  2012–13                          Publication No. 13-18       UTAH FURBEARER   ANNUAL REPORT  2012–13          Prepared by:    Heather H. Bernales  Biometrician    and    John Shivik  Mammals Program Coordinator          Publication No. 13-18      Annual Performance Report for Federal Aid Project W-65-M, segment 61            State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director    James F. Karpowitz  Director, 2005-2012 "
"E46E8BE4__harvest_13-14.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\E46E8BE4__harvest_13-14.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_13-14.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","E46E8BE4__harvest_13-14.pdf harvest 2025 harvest_report      UTAH FURBEARER   ANNUAL REPORT  2013–14                        Publication No. 14-17     i    UTAH FURBEARER   ANNUAL REPORT  2013–14          Prepared by:    Heather H. Bernales  Biometrician    and    Leslie McFarlane  Mammals Program Coordinator          Publication No. 14-17      Annual Performance Report for Federal Aid Project W-65-M, segment 62                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director "
"1C4F0E9A__harvest_14-15.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\1C4F0E9A__harvest_14-15.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_14-15.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","1C4F0E9A__harvest_14-15.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2014–15                        Publication No. 15-23      ii    UTAH FURBEARER   ANNUAL REPORT  2014–15          Prepared by:    Heather H. Bernales  Biometrician    and    Leslie McFarlane  Mammals Program Coordinator          Publication No. 15-23      Annual Performance Report for Federal Aid Project W-65-M, segment 63                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director    "
"695744C0__harvest_15-16.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\695744C0__harvest_15-16.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_15-16.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","695744C0__harvest_15-16.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2015–16                        Publication No. 16-17      ii    UTAH FURBEARER   ANNUAL REPORT  2015–16          Prepared by:    Heather H. Bernales  Biometrician    and    Leslie McFarlane  Mammals Program Coordinator          Publication No. 16-17      Annual Performance Report for Federal Aid Project W-65-M, segment 64                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director    "
"0885E81E__harvest_16-17.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\0885E81E__harvest_16-17.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_16-17.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","0885E81E__harvest_16-17.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2016–17                        Publication No. 17-18      ii    UTAH FURBEARER   ANNUAL REPORT  2016–17          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator          Publication No. 17-18      Annual Performance Report for Federal Aid Project W-65-M, segment 65                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director    "
"32D243B9__harvest_17-18.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\32D243B9__harvest_17-18.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_17-18.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","32D243B9__harvest_17-18.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2017–18                        Publication No. 18-19      ii    UTAH FURBEARER   ANNUAL REPORT  2017–18          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator          Publication No. 18-19      Annual Performance Report for Federal Aid Project W-65-M, segment 66                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Michal D. Fowlks  Director    "
"5225B918__harvest_18-19.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\5225B918__harvest_18-19.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_18-19.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","5225B918__harvest_18-19.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2018–19                        Publication No. 19-25      ii    UTAH FURBEARER   ANNUAL REPORT  2018–19          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator          Publication No. 19-25      Annual Performance Report for Federal Aid Project W-65-M, segment 67                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Michal D. Fowlks  Director    "
"42CA207A__harvest_19-20.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\42CA207A__harvest_19-20.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_19-20.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","42CA207A__harvest_19-20.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2019–2020                  Publication No. 20-24      ii    UTAH FURBEARER   ANNUAL REPORT  2019–2020          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator          Publication No. 20-24      Annual Performance Report for Federal Aid Project W-65-M, segment 68                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Michal D. Fowlks  Director    "
"1EA6208D__harvest_20-21.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\1EA6208D__harvest_20-21.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_20-21.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","1EA6208D__harvest_20-21.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2020–2021                  Publication No. 21-18      ii    UTAH FURBEARER   ANNUAL REPORT  2020–2021          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator          Publication No. 21-18      Annual Performance Report for Federal Aid Project W-65-M, segment 69                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Rory Reynolds  Interim Director    "
"3A3B7D3D__harvest_21-22.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\3A3B7D3D__harvest_21-22.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_21-22.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","3A3B7D3D__harvest_21-22.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2021–2022                 Publication No. 22-17      ii    UTAH FURBEARER   ANNUAL REPORT  2021–2022          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator          Publication No. 22-17      Annual Performance Report for Federal Aid Project W-65-M, segment 70                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      J. Shirley  Division Director    "
"1682CEA6__harvest_22-23.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\1682CEA6__harvest_22-23.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_22-23.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","1682CEA6__harvest_22-23.pdf harvest 2025 harvest_report  UTAH FURBEARER   ANNUAL REPORT  2022–2023                  Publication No. 23-18      ii    UTAH FURBEARER   ANNUAL REPORT  2022–2023          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator          Publication No. 23-18      Annual Performance Report for Federal Aid Project W-65-M, segment 71                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      J. Shirley  Division Director    "
"263AEE72__harvest_23-24.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\263AEE72__harvest_23-24.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_23-24.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","263AEE72__harvest_23-24.pdf harvest 2025 harvest_report      UTAH FURBEARER   ANNUAL REPORT  2023–2024                  Publication No. 24-20        ii    UTAH FURBEARER   ANNUAL REPORT  2023–2024          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator          Publication No. 24-20      Annual Performance Report for Federal Aid Project W-65-M, segment 72                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      J. Shirley  Division Director    "
"42FC2025__harvest_24-25.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\42FC2025__harvest_24-25.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\furbearer\harvest_24-25.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","42FC2025__harvest_24-25.pdf harvest 2025 harvest_report                         UTAH FURBEARER  ANNUAL REPORT  2024–25  Publication No. 25-19                                                              UTAH FURBEARER  ANNUAL REPORT  2024–25  Prepared by:  Heather H. Bernales  Biometrician  and  Darren DeBloois  Mammals Program Coordinator  Publication No. 25-19  Annual Performance Report for Federal Aid Project W-65-M, segment 73  State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES  Riley Peck  Division Director  ii "
"33EFB471__2024_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest\33EFB471__2024_antlerless_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\2024_antlerless_hr.pdf","harvest_report","","ok","2023","2023","harvest_hr_applies_to_report_year","33EFB471__2024_antlerless_hr.pdf harvest 2023 harvest_report      2024 Antlerless  Hunters Percent Average  Species Hunt # Hunt Name Weapon Permits Afield Harvest Success Days  Antlerless Deer DA1049 Ashley Valley Archery 75 56 13 22.6 6.4  Antlerless Deer DA1001 Box Elder, West Bear River Any Legal Weapon 30 12 4 30.0 4.5  Antlerless Deer DA1002 Box Elder, West Bear River Any Legal Weapon 28 18 10 55.6 3.5  Antlerless Deer DA1027 East Canyon, Davis-North Salt Lake Any Legal Weapon 30 29 14 48.3 3.4  Antlerless Deer DA1048 Fillmore City Archery 15 13 8 60.0 4.1  Antlerless Deer DA1045 Fillmore, Oak City Archery 14 13 7 54.5 3.7  Antlerless Deer  Antlerless Deer  DA1003  DA1044  Monroe/Plateau, Sevier Valley  Myton  Archery, Muzzleloader, Shotgun  Any Legal Weapon  15  47  12  28  3  28  25.0  70.8  3.6  3.8  Antlerless Deer DA1041  Nine Mile, Green River Valley Any Legal Weapon 14 9 3 37.5 1.5  Antlerless Deer DA1030 Nine Mile, Price River Valley Archery 25 18 7 38.9 5.9  Antlerless Deer DA1046 Nine Mile, Price River Valley Archery, Muzzleloader,"
"3CE9AD0C__2024_gs_buck_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest\3CE9AD0C__2024_gs_buck_deer_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\2024_gs_buck_deer_hr.pdf","harvest_report","","ok","2023","2023","harvest_hr_applies_to_report_year","3CE9AD0C__2024_gs_buck_deer_hr.pdf harvest 2023 harvest_report     2024 General Season Buck Deer  Hunters Average Percent Average hunter  Hunt # Hunt name Hunt type Weapon Permits afield Harvest days afield success* satisfaction*  DB1500 Beaver General Season Archery 340 309 75 8.2 24.3 3.4  DB1518 Boulder/Kaiparowits General Season Archery 355 338 90 7.0 26.5 3.4  DB1501 Box Elder General Season Archery 905 714 185 6.6 25.9 3.5  DB1502 Cache General Season Archery 732 623 75 7.5 12.0 3.3  DB1600 Chalk Creek General Season Archery 383 309 45 7.3 14.6 3.3  DB1604 East Canyon General Season Archery 320 238 50 6.6 21.1 3.5  DB1506 Fillmore General Season Archery 376 347 76 7.0 21.9 3.6  DB1519 Fishlake General Season Archery 222 198 46 7.8 23.1 3.4  DB1508 Kamas General Season Archery 226 182 14 7.2 7.4 3.3  DB1509 La Sal, La Sal Mtns General Season Archery 251 216 74 6.7 34.4 3.7  DB1503 Manti/San Rafael General Season Archery 1500 1305 256 7.1 19.6 3.4  DB1510 Monroe General Season Archery 180 158 42 7.1 26.4 3.5  DB1608 Morgan-South Rich General Se"
"89C33881__2024_le_oial_all.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2023\pdf\harvest\89C33881__2024_le_oial_all.pdf","D:\UOGA HUNTS\data\upstream\harvest\2024_le_oial_all.pdf","harvest_report","","ok","2023","2023","harvest_hr_applies_to_report_year","89C33881__2024_le_oial_all.pdf harvest 2023 harvest_report   2024 Once-in-a-Lifetime Bison  Hunters Average Percent Hunter  Hunt # Hunt name Hunt type Weapon Permits afield Harvest days success satisfaction  BI0001 Antelope Island OIAL Any Legal Weapon 7 7 7 1.0 100.0 5.0  BI6500 Antelope Island OIAL Any Legal Weapon 2 2 2 1.0 100.0 5.0  BI6503 Henry Mtns OIAL Any Legal Weapon 12 12 11 2.5 90.9 4.3  BI6504 Henry Mtns OIAL Any Legal Weapon 11 11 10 4.6 90.9 4.3  BI6505 Henry Mtns OIAL Any Legal Weapon 6 6 5 2.8 80.0 4.0  BI6506 Henry Mtns OIAL Any Legal Weapon 8 8 6 8.1 75.0 3.6  BI6509 Henry Mtns OIAL Archery 4 4 4 9.3 100.0 4.3  BI6516 Henry Mtns OIAL Any Legal Weapon 8 8 8 3.1 100.0 4.7  BI6527 Nine Mile OIAL Any Legal Weapon 20 16 2 9.6 14.3 3.6  BI6528 Book Cliffs, Little Creek/South OIAL Archery 3 3 1 8.7 33.3 2.0  BI6529 Book Cliffs, Little Creek/South OIAL Any Legal Weapon 5 5 3 4.6 60.0 3.0  BI6530 Book Cliffs, Little Creek/South OIAL Any Legal Weapon 5 5 5 4.3 100.0 4.5  BI6532 Book Cliffs, Bitter Creek OIAL Archery 5 5 4 13.5 75.0 3.3"
"F7A8FA79__2026-03-06-2025-preliminary-bg-harvest.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\F7A8FA79__2026-03-06-2025-preliminary-bg-harvest.pdf","D:\UOGA HUNTS\data\upstream\harvest\2026-03-06-2025-preliminary-bg-harvest.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","F7A8FA79__2026-03-06-2025-preliminary-bg-harvest.pdf harvest 2025 harvest_report  2025 Utah Big Game Harvest Hunt # Species Hunt Name Hunt Type Weapon Sex Type Permit s Hunter s Harves t Percent  success Averag e Days Average  Satisfactio n BI0001 Bison Antelope Island OIAL Any Legal Weapon Hunter's Choice 7 7 7 100.0 1.0 4.8 BI1000 Bison Bison - Statewide Permit Sportsman Any Legal Weapon Hunter's Choice 2 2 2 100.0 1.0 5.0 BI6500 Bison Antelope Island OIAL Any Legal Weapon Hunter's Choice 2 2 2 100.0 1.0 5.0 BI6503 Bison Henry Mtns OIAL Any Legal Weapon Hunter's Choice 15 15 14 93.3 2.4 4.6 BI6504 Bison Henry Mtns OIAL Any Legal Weapon Hunter's Choice 13 13 13 100.0 4.5 4.2 BI6505 Bison Henry Mtns OIAL Any Legal Weapon Female Only 28 28 22 78.6 4.0 4.0 BI6506 Bison Henry Mtns OIAL Any Legal Weapon Female Only 29 29 27 93.1 5.5 4.3 BI6509 Bison Henry Mtns OIAL Archery Hunter's Choice 3 3 2 66.7 7.0 4.3 BI6516 Bison Henry Mtns OIAL Any Legal Weapon Hunter's Choice 13 13 13 100.0 3.5 4.5 BI6527 Bison Nine Mile OIAL Any Legal Weapon Hunter's Choice 18 15 0 0.0 9.0 3.6"
"24BE0A81__bison_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\24BE0A81__bison_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\10_stats\bison_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","24BE0A81__bison_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Unit # Hunt typ e Permits Hunters afield Harvest Average days % success 940 Antelope Island OIAL 6 6 6 1.0 100.0 941 Henry Mountains, Hunter's Choice 15 OIAL 19 19 16 5.6 84.2 942 Henry Mountains, Hunter's Choice 15 OIAL 17 17 14 5.2 82.4 943 Henry Mountains, Cow Only 15 OIAL 11 8 4 3.6 57.1 2010 OIAL Bison"
"D59A4C3D__dbs_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\D59A4C3D__dbs_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\10_stats\dbs_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","D59A4C3D__dbs_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Unit # Hunt typ e Permits Hunters afield Harvest Average days % success 950 Henry Mountains 15 OIAL 2 2 1 14.0 50.0 951 Kaiparowits, East 26 OIAL 4 4 4 8.3 100.0 952 Kaiparowits, Escalante 26 OIAL 5 5 4 9.6 80.0 953 Kaiparowits, West 26 OIAL 2 2 2 4.0 100.0 954 La Sal, Potash 13 OIAL 3 3 3 7.7 100.0 955 Pine Valley, Virgin River 30 OIAL 2 2 2 8.5 100.0 956 San Juan, Lockhart 14 OIAL 2 2 2 6.5 100.0 957 San Juan, South 14 OIAL 3 3 3 6.7 100.0 958 San Rafael, Dirty Devil 12 OIAL 6 6 5 8.8 83.3 959 San Rafael, North 12 OIAL 5 5 5 8.8 100.0 960 San Rafael, South 12 OIAL 9 9 9 10.2 100.0 961 Zion 29 OIAL 5 5 4 8.2 80.0 2010 OIAL Desert Bighorn Sheep"
"132824DA__le_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\132824DA__le_deer_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\10_stats\le_deer_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","132824DA__le_deer_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Unit # Hunt typ e Permits Hunters afield Harvest Average days % success 001 Henry Mountains 15 Archery 9 9 7 10.0 77.8 002 Paunsaugunt 27 Archery 30 30 18 8.4 61.5 003 Henry Mountains 15 Any Weapon 27 27 27 3.3 100.0 004 Paunsaugunt 27 Any Weapon 98 94 71 5.2 75.8 005 Henry Mountains 15 Muzzleloader 9 9 8 3.7 88.9 006 Paunsaugunt 27 Muzzleloader 31 31 27 5.3 86.7 007 Henry Mountains 15 Management 18 18 17 1.9 94.4 008 Paunsaugunt 27 Management 71 70 57 2.9 80.9 009 Book Cliffs 9 Archery 123 121 97 6.1 80.2 010 Fillmore, Oak Creek 10 Archery 9 9 3 8.1 37.5 011 La Sal, Dolores Triangle 13 Archery 4 4 3 7.0 75.0 012 Plateau, Thousand Lake 14 Archery 7 7 6 8.4 85.7 013 San Juan, Elk Ridge 19 Archery 11 11 9 7.5 81.8 014 South Slope, Diamond Mountain 21 Archery 17 17 14 5.6 80.0 015 West Desert, Vernon 25 Archery 42 40 24 8.9 60.5 016 Book Cliffs 9 Any Weapon 388 381 354 4.3 93.0 017 Fillmore, Oak Creek 10 Any Weapon 29 28 21 5.3 75.0 018 La Sal, Dolores Triangle 13 Any Wea"
"6D8417DC__le_elk_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\6D8417DC__le_elk_hr.pdf","D:\UOGA HUNTS\data\upstream\harvest\bg\10_stats\le_elk_hr.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","6D8417DC__le_elk_hr.pdf harvest 2025 harvest_report  Hunt # Hunt name Unit # Hunt typ e Permits Hunters afield Harvest Average days % success 302 Beaver 22 Archery 19 19 6 15.4 29.4 303 Book Cliffs, Bitter Creek-South 10 Archery 40 40 17 11.3 42.1 304 Book Cliffs, Little Creek (roadless) 10 Archery 25 25 13 9.3 52.2 305 Cache, Meadowville 2 Archery 9 9 6 8.6 62.5 306 Cache, North 2 Archery 21 21 4 13.0 16.7 307 Cache, South 2 Archery 23 23 10 14.8 42.1 308 Central Mountains, Manti 16 Archery 97 97 37 13.3 37.9 309 Central Mountains, Nebo 16 Archery 44 44 11 13.4 24.3 310 Fillmore, Pahvant 21 Archery 30 30 17 14.3 57.7 311 Fillmore, Oak Creek South 21 Archery 8 6 2 10.3 25.0 312 La Sal, La Sal Mountains 13 Archery 18 18 3 12.0 17.6 313 Monroe 23 Archery 23 22 14 12.5 61.9 314 Mt. Dutton 24 Archery 44 44 13 13.0 29.7 315 Nine Mile Anthro 11 Archery 6 6 3 8.7 50.0 316 Nine Mile Range Creek, South 11 Archery 1 1 0 15.0 0.0 317 North Slope, Three Corners 8 Archery 13 13 4 10.8 33.3 318 Oquirrh-Stansbury 18 Archery 10 10 7 11.8 66.7 319 Pangui"
